,price,minimum_nights,number_of_reviews,neighbourhood_group_n,room_type_n
0,0.24914108105908503,-0.32959854556165563,4.41,-0.9334557069483074,0.8005414459505106
1,-0.3445459638604961,-0.32959854556165563,0.53,-0.9334557069483074,-1.0477633114453209
2,1.1396716484384568,-0.32959854556165563,0.72,0.25172520167899703,0.8005414459505106
3,-0.6562316624432761,-0.16256308029407587,1.27,-0.9334557069483074,0.8005414459505106
4,-0.7156003669352343,-0.32959854556165563,0.72,0.25172520167899703,-1.0477633114453209
5,-0.3593881399834856,-0.27392005713912904,2.54,0.25172520167899703,-1.0477633114453209
6,-1.012443889395025,-0.27392005713912904,0.31,-0.9334557069483074,-1.0477633114453209
7,-0.4484411967214228,-0.32959854556165563,7.01,-0.9334557069483074,-1.0477633114453209
8,1.1396716484384568,-0.21824156871660247,0.73,0.25172520167899703,0.8005414459505106
9,1.1396716484384568,-0.32959854556165563,0.13,0.25172520167899703,2.6488462033463422
10,0.38272066616599076,-0.21824156871660247,0.5,0.25172520167899703,0.8005414459505106
11,0.7686172453637184,-0.27392005713912904,5.34,-0.9334557069483074,0.8005414459505106
12,0.7686172453637184,0.17150785024108364,0.72,0.25172520167899703,0.8005414459505106
13,-0.9382330087800772,-0.21824156871660247,4.49,1.4369061103063014,-1.0477633114453209
14,0.7686172453637184,-0.16256308029407587,0.4,0.25172520167899703,0.8005414459505106
15,1.1396716484384568,-0.27392005713912904,0.05,-0.9334557069483074,0.8005414459505106
16,-0.789811247550182,-0.21824156871660247,0.09,0.25172520167899703,-1.0477633114453209
17,1.7185165172350483,1.2850776186916155,0.08,0.25172520167899703,0.8005414459505106
18,2.252834857662671,0.004472384973503876,0.08,0.25172520167899703,0.8005414459505106
19,-0.5078099012133809,-0.05120610344902271,1.42,0.25172520167899703,-1.0477633114453209
20,0.026508439214242105,-0.32959854556165563,0.02,0.25172520167899703,-1.0477633114453209
21,-0.819495599796161,1.1737206418465622,0.53,-0.9334557069483074,-1.0477633114453209
22,-0.3445459638604961,-0.32959854556165563,0.72,0.25172520167899703,-1.0477633114453209
23,2.6238892607374096,-0.27392005713912904,2.27,-0.9334557069483074,0.8005414459505106
24,-0.047702441400705536,0.004472384973503876,0.91,0.25172520167899703,0.8005414459505106
25,-1.413182644715742,-0.32959854556165563,1.7,3.8072679275609103,2.6488462033463422
26,-0.6562316624432761,-0.32959854556165563,3.28,0.25172520167899703,-1.0477633114453209
27,-0.8788643042881191,-0.27392005713912904,0.92,-0.9334557069483074,0.8005414459505106
28,0.5459846035188756,-0.21824156871660247,0.03,0.25172520167899703,0.8005414459505106
29,0.026508439214242105,-0.32959854556165563,0.02,-0.9334557069483074,0.8005414459505106
30,0.6201954841338232,-0.10688459187154929,0.3,0.25172520167899703,0.8005414459505106
31,-0.3593881399834856,-0.21824156871660247,0.56,0.25172520167899703,0.8005414459505106
32,1.1248294723154673,-0.16256308029407587,2.81,1.4369061103063014,0.8005414459505106
33,-1.0866547700099725,-0.32959854556165563,3.66,1.4369061103063014,-1.0477633114453209
34,-0.5671786057053391,-0.21824156871660247,0.72,-0.9334557069483074,0.8005414459505106
35,1.1396716484384568,-0.32959854556165563,1.42,-0.9334557069483074,0.8005414459505106
36,2.6238892607374096,0.39422180393119,0.72,-0.9334557069483074,0.8005414459505106
37,1.1396716484384568,1.2850776186916155,0.17,0.25172520167899703,0.8005414459505106
38,-0.9382330087800772,0.004472384973503876,0.72,1.4369061103063014,0.8005414459505106
39,1.881780454587933,-0.21824156871660247,1.36,0.25172520167899703,0.8005414459505106
40,-0.19612420263060082,-0.32959854556165563,0.46,0.25172520167899703,0.8005414459505106
41,-0.7156003669352343,-0.21824156871660247,0.29,-0.9334557069483074,-1.0477633114453209
42,1.881780454587933,-0.21824156871660247,0.24,0.25172520167899703,0.8005414459505106
43,-0.6413894863202867,-0.10688459187154929,0.35,1.4369061103063014,0.8005414459505106
44,1.7185165172350483,1.2850776186916155,0.72,0.25172520167899703,0.8005414459505106
45,-0.19612420263060082,1.2850776186916155,0.33,0.25172520167899703,-1.0477633114453209
46,1.1396716484384568,-0.27392005713912904,3.13,0.25172520167899703,0.8005414459505106
47,-0.5671786057053391,-0.27392005713912904,0.57,-0.9334557069483074,-1.0477633114453209
48,-0.6413894863202867,-0.32959854556165563,1.09,-0.9334557069483074,-1.0477633114453209
49,-0.9382330087800772,-0.32959854556165563,4.0,-0.9334557069483074,-1.0477633114453209
50,0.3233519616740327,-0.32959854556165563,5.96,0.25172520167899703,0.8005414459505106
51,-0.6413894863202867,-0.32959854556165563,6.0,-0.9334557069483074,0.8005414459505106
52,-1.2796030596088364,0.004472384973503876,2.53,-0.9334557069483074,-1.0477633114453209
53,-1.0866547700099725,-0.32959854556165563,0.72,-0.9334557069483074,-1.0477633114453209
